payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.0,0.31,8,0.37,2,0.51,0.97,0.34,20,0.0,59,9,3619.51,0.52,5,44.3,2.9,86,1,10,1,0.94,335
0.01,0.18,16,0.0,7,0.32,0.81,0.45,16,0.02,29,2,1900.29,0.21,4,53.4,13.5,119,7,7,1,0.73,372
0.01,0.53,1,0.0,5,0.52,0.67,0.1,5,0.01,19,3,10644.68,0.51,7,53.7,20.5,62,0,2,1,0.23,343
0.02,0.31,16,0.49,6,0.87,0.68,0.0,39,0.01,41,13,11335.13,0.54,5,17.3,17.8,80,5,4,1,0.33,387
0.0,0.79,14,0.37,1,0.56,0.46,0.13,22,0.01,36,1,4627.07,0.58,2,47.4,21.6,86,3,6,5,0.47,313
0.01,0.26,1,0.01,5,0.71,0.96,0.21,52,0.01,41,0,7954.59,0.2,2,70.2,11.7,64,3,2,1,0.61,359
0.0,0.3,0,0.01,4,0.6,0.56,0.28,5,0.01,26,9,14260.61,0.92,1,26.6,15.4,40,3,2,1,0.6,341
0.45,0.8,16,0.37,1,0.6,0.37,0.36,36,0.01,64,2,1766.75,0.63,1,65.2,18.9,86,0,5,1,0.6,385
0.79,0.43,10,0.52,2,0.38,0.32,0.19,25,0.93,56,6,4189.83,0.55,2,26.2,11.7,66,4,5,1,0.6,407
0.0,0.4,2,0.01,3,0.37,0.89,0.49,44,0.0,41,15,1853.4,0.94,2,30.9,13.7,40,0,2,4,0.61,340
0.0,0.84,11,0.0,5,0.43,0.9,0.43,56,0.0,55,19,12448.0,0.66,1,37.9,17.0,8,3,11,1,0.79,323
0.01,0.44,5,0.01,0,0.59,0.28,0.2,52,0.01,58,9,6597.89,0.53,2,10.0,15.2,113,3,11,3,0.78,347
0.0,0.7,10,0.0,4,0.22,0.44,0.22,12,0.0,55,0,13407.15,0.15,3,32.5,7.1,51,3,11,4,0.63,321
0.96,0.7,16,0.0,6,0.85,0.28,0.07,3,0.41,40,8,8145.17,0.15,1,14.8,16.4,65,6,0,5,0.57,421
0.0,0.82,3,0.37,0,0.6,0.4,0.01,5,0.02,53,10,6734.88,0.76,1,23.1,19.2,41,4,2,4,0.45,346
0.0,0.51,14,0.37,2,0.57,0.5,0.13,35,0.01,41,2,10268.03,0.76,3,29.4,9.4,62,6,2,1,0.67,307
0.01,0.38,6,0.37,4,0.37,0.51,0.02,5,0.0,44,7,8422.57,0.77,2,51.7,22.8,41,0,7,3,0.28,342
0.0,0.8,6,0.01,4,0.54,0.85,0.09,2,0.03,19,3,8041.08,0.03,2,39.6,12.1,35,4,2,1,0.58,332
0.58,0.47,5,0.0,1,0.89,0.88,0.27,27,0.0,60,4,1195.65,0.96,2,33.8,6.7,107,3,5,2,0.26,338
0.0,0.59,16,0.01,6,0.33,0.79,0.49,44,0.78,40,11,7822.7,0.6,4,48.4,0.9,41,0,1,1,0.21,338
0.01,0.41,12,0.81,7,0.7,0.55,0.05,17,0.72,29,0,13217.9,0.48,7,23.8,7.0,113,0,2,1,0.6,373
0.01,0.43,8,0.01,1,0.48,0.69,0.42,59,0.69,64,8,1070.36,0.53,5,55.6,5.9,111,3,8,3,0.97,388
0.89,0.12,11,0.0,7,0.31,0.88,0.17,43,0.01,43,15,3889.58,0.53,4,73.3,4.3,22,3,3,4,0.6,399
0.0,0.06,18,0.0,1,0.5,0.15,0.04,11,0.0,21,5,8238.12,0.66,1,76.8,13.4,41,3,7,2,0.24,354
0.01,0.64,18,0.37,2,0.56,0.96,0.28,11,0.0,50,9,8026.92,0.63,3,33.0,18.6,119,1,7,1,0.45,370
0.56,0.52,8,0.37,7,0.52,0.27,0.08,5,0.01,35,18,7564.36,0.97,6,29.4,3.5,10,3,5,1,0.7,356
0.0,0.93,9,0.63,6,0.59,0.1,0.49,5,0.0,56,18,4537.58,0.53,1,54.1,12.1,60,9,0,4,0.92,347
0.0,0.51,15,0.01,3,0.81,0.34,0.18,5,0.74,41,9,1916.35,0.02,5,67.9,7.0,41,4,1,1,0.85,358
0.0,0.47,1,0.88,0,0.46,0.67,0.2,56,0.0,18,2,14556.85,0.18,5,70.9,17.6,95,3,7,1,0.61,326
0.92,0.51,19,0.01,4,0.46,0.55,0.2,5,0.02,29,13,13705.13,0.54,4,45.7,7.8,25,9,3,1,0.89,389
0.01,0.6,8,0.67,3,0.42,0.5,0.35,10,0.0,22,4,3951.47,0.47,3,48.3,0.1,104,5,8,5,0.49,352
0.01,0.34,15,0.01,3,0.65,0.7,0.16,4,0.84,41,18,6980.62,0.14,5,17.4,12.2,106,3,2,1,0.88,382
0.01,0.27,10,0.0,3,0.28,0.77,0.28,2,0.01,57,19,14189.44,0.14,2,71.7,0.2,77,3,6,1,0.8,355
0.0,0.84,11,0.01,5,0.27,0.89,0.15,58,0.01,46,10,8936.57,0.52,5,52.7,19.2,101,4,8,2,0.4,319
0.02,0.51,10,0.01,0,0.47,0.4,0.27,5,0.01,41,0,6030.01,0.51,2,29.2,15.5,32,8,9,3,0.22,363
0.0,0.19,16,0.65,0,0.68,0.88,0.13,51,0.0,52,3,5527.53,0.63,2,22.7,10.8,40,6,2,2,0.61,357
0.02,0.14,6,0.01,0,0.86,0.66,0.16,33,0.0,42,2,6532.79,0.03,5,47.9,12.5,44,3,1,4,0.56,396
0.0,0.73,13,0.01,7,0.57,0.47,0.28,24,0.4,55,13,12330.83,0.75,2,54.9,3.0,39,1,11,5,0.75,317
0.0,0.52,6,0.0,0,0.6,0.96,0.27,45,0.02,41,3,4502.21,0.51,3,17.3,14.2,91,8,10,3,0.53,333
0.8,0.13,18,0.64,6,0.36,0.43,0.45,11,0.0,55,10,5982.48,0.1,2,76.4,12.6,50,9,3,1,0.61,382
0.0,0.48,7,0.0,3,0.86,0.9,0.14,21,0.02,61,11,8309.08,0.52,7,26.3,15.9,7,4,7,1,0.6,344
0.02,0.51,15,0.37,1,0.32,0.55,0.29,4,0.0,57,9,2002.58,0.2,6,54.1,0.6,61,7,9,1,0.26,378
0.75,0.49,16,0.0,0,0.83,0.86,0.46,17,0.01,22,6,4548.47,0.59,3,48.3,12.3,88,5,2,4,0.85,410
0.02,0.51,13,0.0,4,0.6,0.83,0.11,24,0.02,23,7,10201.54,0.15,4,25.4,21.5,100,2,4,3,0.59,384
0.02,0.51,12,0.01,5,0.31,0.15,0.49,27,0.87,62,12,8732.15,0.03,2,22.1,4.6,58,7,2,3,0.28,382
0.0,0.72,14,0.57,7,0.58,0.13,0.25,7,0.02,40,6,1993.53,0.94,4,18.5,13.7,110,3,4,1,0.6,329
0.01,0.43,9,0.71,4,0.41,0.27,0.16,5,0.01,21,5,12997.44,0.28,2,10.2,2.5,41,3,10,1,0.48,345
0.0,0.53,16,0.57,6,0.8,0.82,0.48,5,0.01,44,6,5514.59,0.52,2,49.0,10.4,56,3,6,5,0.81,348
0.01,0.68,14,0.01,5,0.61,0.39,0.39,46,0.01,44,13,4437.18,0.19,5,23.4,13.5,49,5,2,4,0.47,390
0.0,0.2,12,0.0,6,0.36,0.86,0.29,17,0.51,41,3,2898.3,0.08,5,80.0,11.3,65,8,9,4,0.86,338
0.02,0.9,2,0.0,2,0.57,0.53,0.23,17,0.84,41,9,12286.15,0.67,6,80.0,18.0,49,5,3,4,0.36,369
0.02,0.11,7,0.0,3,1.0,0.34,0.27,23,0.02,22,6,4763.14,0.29,7,48.0,2.1,13,2,9,3,0.75,379
0.03,0.53,3,0.0,3,0.6,0.14,0.28,55,0.01,31,15,7894.96,0.95,5,21.2,14.1,41,8,8,4,0.96,380
0.01,0.69,16,0.01,7,0.28,0.73,0.18,31,0.75,58,15,7910.0,0.55,2,46.7,14.2,34,2,3,1,0.8,352
0.38,0.76,8,0.52,3,0.66,0.45,0.45,45,0.64,41,13,13778.07,0.92,2,43.8,12.2,101,0,0,4,0.25,391
0.02,0.8,10,0.37,0,0.69,0.5,0.27,55,0.0,35,9,4540.01,0.52,3,31.9,6.6,89,8,7,3,0.29,398
0.0,0.1,16,0.01,3,0.42,0.41,0.04,33,0.81,62,9,8007.63,0.5,2,15.9,0.0,93,5,6,4,0.31,358
0.0,0.51,3,0.37,6,0.61,0.35,0.34,12,0.0,41,14,3226.21,0.59,2,45.7,6.5,41,1,2,4,0.61,324
0.0,0.38,12,0.49,6,0.75,0.57,0.23,19,0.0,33,12,3083.37,0.52,3,68.5,2.2,19,3,5,4,0.4,322
0.01,0.52,7,0.01,3,0.52,0.54,0.08,51,0.02,44,14,5654.04,0.81,5,44.1,2.7,66,2,5,1,0.6,362
0.97,0.24,0,0.0,3,0.58,0.81,0.45,26,0.0,19,3,1186.64,0.77,5,48.7,23.8,41,0,6,4,0.32,347
0.01,0.49,3,0.01,3,0.44,0.69,0.22,5,0.02,56,5,2212.75,0.79,4,61.4,16.5,41,3,3,1,0.3,343
0.77,0.41,15,0.01,2,0.61,0.6,0.33,59,0.01,28,4,7793.85,0.37,7,19.4,5.1,34,0,2,5,0.26,404
0.85,0.73,10,0.0,0,0.64,0.54,0.09,30,0.93,23,1,7959.65,0.87,2,66.4,9.2,59,3,7,3,0.64,385
0.01,0.9,0,0.82,6,0.56,0.61,0.14,10,0.01,23,3,3617.75,0.54,2,57.8,14.9,71,7,2,2,0.34,353
0.01,0.46,17,0.0,5,0.62,0.34,0.07,5,0.74,39,3,8399.63,0.04,6,65.9,12.0,41,3,9,1,0.36,366
0.02,0.77,11,0.23,1,0.99,0.34,0.48,40,0.01,53,0,3639.42,0.53,1,64.7,10.2,10,0,10,4,0.61,376
0.0,0.52,8,0.67,3,0.61,0.84,0.14,5,0.01,38,15,7925.52,0.18,4,48.2,14.6,79,9,2,5,0.76,353
0.0,0.21,2,0.38,4,0.96,0.76,0.29,30,0.02,29,2,8045.15,0.3,2,48.2,12.2,74,6,8,1,0.37,344
0.0,0.71,2,0.37,1,0.8,0.49,0.35,10,0.02,26,10,4805.48,0.38,3,47.3,6.5,18,5,8,3,0.26,332
0.02,0.65,9,0.0,6,0.21,0.61,0.33,5,0.0,41,15,14303.72,0.1,7,30.5,1.6,106,1,4,1,0.31,367
0.62,0.88,2,0.01,3,0.93,0.73,0.03,24,0.01,28,12,11397.21,0.41,2,61.0,12.0,51,2,0,5,0.63,392
0.31,0.26,14,0.74,4,0.78,0.96,0.02,30,0.02,20,4,11890.06,0.29,4,43.2,12.2,46,2,0,1,0.93,403
0.01,0.59,8,0.01,5,0.6,0.56,0.28,40,0.0,28,2,8942.76,0.75,5,16.9,13.7,54,4,2,3,0.8,376
0.71,0.45,10,0.0,0,0.65,0.55,0.25,5,0.96,22,6,12505.28,0.53,4,41.9,15.9,45,3,10,1,0.73,362
0.02,0.92,0,0.01,2,0.45,0.52,0.5,5,0.02,49,13,5009.78,0.62,7,38.9,14.0,89,9,2,5,0.85,381
0.03,0.12,16,0.0,3,0.22,0.68,0.48,35,0.02,37,6,6228.62,0.52,5,68.2,15.0,38,0,2,1,0.79,407
0.02,0.9,16,0.01,6,0.45,0.55,0.36,28,0.81,63,12,7995.41,0.44,5,72.5,13.9,73,4,9,5,0.61,364
0.03,0.49,13,0.84,0,0.5,0.84,0.5,59,0.0,44,19,1198.64,0.52,7,48.1,11.3,52,9,6,5,0.59,409
0.0,0.81,16,0.01,2,0.59,0.97,0.12,37,0.81,20,4,8101.95,0.37,2,77.5,18.5,41,7,5,1,0.6,329
0.0,0.53,11,0.45,7,0.7,0.54,0.46,54,0.02,63,7,5596.3,0.53,1,45.6,12.7,82,9,3,2,0.54,351
0.0,0.67,3,0.0,2,0.38,0.99,0.32,48,0.02,36,4,7697.36,0.06,2,27.6,9.3,9,9,2,1,0.61,342
0.02,0.52,15,0.37,3,0.61,0.12,0.25,10,0.02,25,5,14196.37,0.6,5,45.5,22.1,39,5,10,4,0.77,370
0.38,0.52,1,0.37,4,0.78,0.22,0.02,5,0.01,58,5,14309.09,0.51,4,29.4,12.5,113,3,8,3,0.61,338
0.63,0.87,17,0.01,1,0.88,0.69,0.37,7,0.01,50,9,2847.64,0.16,7,46.8,13.0,87,6,1,4,0.63,408
0.55,0.79,16,0.01,4,0.89,0.88,0.41,4,0.01,60,1,5540.67,0.53,2,76.9,9.0,97,6,5,2,0.87,402
0.85,0.09,8,0.22,4,0.61,0.96,0.45,27,0.0,29,7,13350.75,0.04,7,30.2,20.4,36,6,10,1,0.32,407
0.0,0.89,6,0.01,1,0.61,0.6,0.28,58,0.01,31,9,12783.4,0.48,5,59.9,23.3,8,2,8,1,0.26,348
0.0,0.68,13,0.37,4,0.82,0.24,0.28,10,0.02,61,7,4294.33,0.14,7,38.9,22.2,63,0,4,5,0.45,347
0.0,0.08,9,0.79,3,0.53,0.86,0.2,21,0.01,52,9,14418.55,0.52,6,43.7,24.0,20,6,0,1,0.2,367
0.01,0.51,7,0.37,5,0.48,0.43,0.15,8,0.01,47,8,14905.53,0.18,2,49.0,9.1,41,3,8,5,0.48,376
0.02,0.51,16,0.78,3,0.86,0.54,0.11,26,0.01,28,9,13344.75,0.24,6,19.6,20.3,19,5,2,1,0.6,396
0.01,0.51,13,0.37,2,0.8,0.22,0.29,45,0.0,18,2,11564.01,0.07,3,55.2,15.9,75,3,2,3,0.26,373
0.0,0.41,7,0.37,0,0.94,0.79,0.4,5,0.02,29,12,9257.2,0.15,1,31.7,4.8,36,2,6,3,0.69,361
0.29,0.65,9,0.01,5,0.79,0.21,0.04,7,0.0,38,4,1000.0,0.21,6,30.4,12.4,70,9,8,1,0.25,315
0.0,0.51,16,0.01,0,0.3,0.54,0.42,34,0.02,25,0,10498.29,0.9,2,61.8,19.5,90,6,4,1,0.86,340
0.03,0.51,2,0.01,7,0.51,0.42,0.43,27,0.51,33,14,4146.72,0.45,3,74.2,3.0,67,6,2,3,0.76,393
0.37,0.87,12,0.34,3,0.61,0.92,0.31,42,0.0,36,3,9406.16,0.47,2,23.8,3.9,51,4,4,1,0.6,339
0.01,0.22,8,0.56,7,0.67,0.98,0.27,58,0.03,31,7,12295.88,0.12,5,72.1,1.8,64,0,1,1,0.6,376
0.56,0.2,7,0.34,3,0.56,0.47,0.07,5,0.5,41,9,5892.5,0.74,2,48.3,6.5,70,8,6,3,0.62,402
0.0,0.63,4,0.0,6,0.92,0.46,0.15,32,0.0,26,2,6495.03,0.4,5,73.8,12.6,98,0,4,4,0.99,324
0.0,0.45,14,0.39,4,0.78,0.52,0.28,48,0.02,57,3,12842.4,0.51,3,20.0,14.8,76,2,6,1,0.84,368
0.02,0.51,17,0.52,5,0.42,0.37,0.41,43,0.59,32,5,14449.54,0.24,2,27.5,4.7,71,0,4,3,0.63,390
0.01,0.67,15,0.83,3,0.49,0.44,0.29,41,0.0,62,0,12593.65,0.53,1,46.9,2.2,107,3,5,3,0.76,362
0.04,0.52,17,0.01,0,0.94,0.92,0.28,33,0.0,31,15,8069.99,0.93,4,36.8,19.4,53,3,11,1,0.59,414
0.3,0.5,12,0.01,2,0.69,0.22,0.28,55,0.01,24,1,7235.2,0.97,7,48.6,3.4,110,4,6,1,0.74,327
0.02,0.91,16,0.0,1,0.76,0.68,0.02,4,0.0,44,9,8478.14,0.43,2,74.5,21.1,86,4,7,2,0.85,376
0.01,0.39,16,0.0,4,0.94,0.54,0.17,45,0.01,21,5,6120.35,0.91,6,64.5,15.5,41,3,7,4,0.39,352
0.01,0.15,19,0.0,0,0.83,0.62,0.35,33,0.01,57,14,10877.92,0.51,2,69.2,19.0,41,1,0,1,0.34,406
0.01,0.09,13,0.01,1,0.38,0.15,0.08,5,0.0,26,7,7982.47,0.6,5,65.1,3.1,29,0,10,1,0.52,365
0.0,0.17,10,0.01,5,0.96,0.71,0.49,23,0.01,52,0,6279.45,0.41,2,73.7,14.2,91,0,2,4,0.28,357
0.89,0.51,5,0.01,3,0.61,0.14,0.07,37,0.01,47,9,1233.46,0.79,2,56.6,22.4,41,2,7,4,0.59,383
0.0,0.22,8,0.01,3,0.54,0.97,0.08,39,0.0,44,11,13325.4,0.39,1,46.2,19.1,8,4,3,2,0.48,330
0.01,0.69,0,0.0,3,0.47,0.55,0.45,55,0.99,53,1,6798.49,0.85,2,48.4,20.2,22,5,2,5,0.33,366
0.01,0.75,3,0.0,7,0.74,0.66,0.23,27,0.02,25,8,13673.03,0.44,6,58.5,19.6,39,0,2,1,0.97,355
0.02,0.59,5,0.6,0,0.7,0.3,0.28,47,0.01,43,7,15000.0,0.52,5,60.1,14.3,41,3,9,5,0.59,368
1.0,0.51,12,0.0,6,0.29,0.24,0.43,22,0.01,26,10,14181.79,0.33,1,10.8,23.0,100,3,9,5,0.88,406
0.42,0.51,12,0.01,7,0.81,0.3,0.36,39,0.02,41,16,5222.89,0.0,2,78.9,1.4,103,7,3,1,0.68,386
0.57,0.13,7,0.0,0,0.57,0.2,0.43,22,0.41,41,3,7904.13,0.52,2,44.2,6.8,84,0,2,4,0.51,398
0.0,0.47,15,0.3,0,0.65,0.84,0.23,10,0.0,20,4,7860.91,0.71,7,25.5,11.8,67,3,9,2,0.97,341
0.0,0.04,14,0.37,5,0.66,0.37,0.28,14,0.01,19,3,7903.61,0.34,5,34.6,0.3,78,7,9,4,0.43,348
0.69,0.11,16,0.01,5,0.34,0.77,0.44,25,0.0,28,12,14017.73,0.93,5,14.7,12.4,37,3,1,3,0.61,417
0.02,0.23,13,0.37,3,0.88,0.71,0.27,5,0.01,41,5,14830.24,0.68,5,49.3,10.7,15,3,4,1,0.93,401
0.55,0.86,17,0.37,2,0.6,0.3,0.22,43,0.02,62,4,10204.59,0.78,3,42.8,13.7,41,8,10,3,0.62,361
0.01,0.38,3,0.01,2,0.24,0.88,0.24,5,0.7,20,4,8114.2,0.47,3,55.0,8.4,113,3,7,1,0.99,355
0.0,0.63,16,0.0,2,0.61,0.75,0.26,57,0.01,24,8,13318.55,0.76,6,26.9,15.5,103,4,6,1,0.6,337
0.02,0.51,16,0.01,5,0.77,0.25,0.06,1,0.02,48,14,12019.61,0.95,6,37.6,1.1,36,5,2,5,0.97,383
0.02,0.5,4,0.01,2,0.32,0.73,0.29,23,0.02,50,10,13765.54,0.92,7,64.6,7.5,117,8,11,4,0.89,350
0.9,0.52,13,0.01,0,0.53,0.53,0.08,57,0.0,64,17,8146.59,1.01,6,46.6,22.4,98,6,11,1,0.21,417
0.0,0.49,8,0.01,5,0.92,0.79,0.28,32,0.01,28,9,6187.81,0.64,2,47.4,3.2,43,7,2,1,0.91,340
0.71,0.61,9,0.0,3,0.69,0.42,0.14,35,0.01,41,16,3339.82,0.83,5,53.0,12.9,41,3,5,1,0.6,368
0.0,0.51,2,0.65,3,0.69,0.56,0.35,32,0.53,55,2,2474.4,0.29,2,40.0,16.3,109,6,2,1,0.84,376
0.02,0.59,3,0.53,0,0.8,0.55,0.28,50,0.01,38,1,4220.16,0.35,3,42.2,19.9,21,0,6,1,0.26,373
0.01,0.51,14,0.4,5,0.98,0.97,0.05,34,0.04,52,16,1908.44,0.16,3,70.0,20.5,105,0,2,4,0.68,372
0.0,0.74,3,0.37,7,0.4,0.6,0.25,14,0.0,22,6,4626.11,0.33,5,49.5,4.1,97,9,6,1,0.61,321
0.01,0.51,3,0.32,3,0.98,0.51,0.28,5,0.47,53,2,7965.55,0.2,2,65.9,7.1,53,5,10,5,0.57,372
0.02,0.81,15,0.69,7,0.35,0.67,0.27,5,0.81,24,8,13851.95,-0.0,6,77.9,12.1,18,2,7,1,0.23,374
0.0,0.63,7,0.0,1,0.92,0.85,0.27,56,0.01,51,6,8248.27,0.56,6,48.4,6.7,96,4,4,1,0.69,339
0.02,0.31,18,0.0,0,0.83,0.61,0.44,36,0.0,36,3,11115.66,0.73,2,73.9,19.8,37,0,3,1,0.56,404
0.02,0.23,15,0.01,6,0.31,0.36,0.08,5,0.03,58,12,8308.98,0.12,3,79.3,20.2,106,9,4,1,0.6,393
0.01,0.33,0,0.01,5,0.91,0.2,0.24,38,0.0,41,13,13483.51,0.53,6,43.5,10.8,44,3,9,1,0.38,348
0.01,0.06,16,0.0,7,0.76,0.83,0.48,15,0.55,38,9,7979.99,0.82,4,70.2,11.5,41,1,1,4,0.84,380
0.02,0.41,4,0.0,6,0.42,0.63,0.46,35,0.98,30,9,10324.34,0.52,3,51.3,13.0,8,4,0,2,0.65,378
0.0,0.12,16,0.01,5,0.36,0.42,0.2,26,0.01,41,9,1796.45,0.67,5,47.6,11.9,86,2,7,3,0.4,342
0.0,0.53,16,0.0,3,0.89,0.46,0.29,20,0.03,40,18,9098.34,0.29,1,60.3,1.1,41,8,5,1,0.71,366
0.0,0.17,16,0.37,6,0.6,0.4,0.06,5,0.0,29,11,5070.01,0.8,2,39.7,21.0,69,3,0,4,0.61,332
0.02,0.54,16,0.58,0,0.64,0.62,0.43,5,0.0,41,14,5125.05,0.4,7,48.8,16.0,14,3,1,5,0.59,400
0.0,0.13,4,0.0,3,0.31,0.75,0.48,32,0.0,41,1,8106.45,0.62,7,63.7,2.4,55,5,4,1,0.99,328
0.96,0.53,2,0.01,3,0.6,0.56,0.3,28,0.01,41,14,10395.59,0.97,2,25.7,15.1,78,4,2,1,0.59,415
0.01,0.51,17,0.37,1,0.52,0.87,0.21,58,0.01,28,12,8151.82,0.5,3,20.8,20.6,37,2,7,2,0.54,359
0.66,0.83,4,0.37,3,0.99,0.27,0.05,26,0.0,41,18,7046.79,0.44,2,64.5,22.9,44,3,6,4,0.59,371
0.45,0.74,18,0.37,3,0.69,0.33,0.18,5,0.02,49,18,2746.6,0.54,5,31.6,12.2,66,9,5,5,0.74,366
0.01,0.81,4,0.01,3,0.23,0.55,0.38,48,0.03,32,9,7650.82,0.95,7,48.3,1.0,93,1,0,1,0.91,339
0.02,0.52,11,0.01,2,0.46,0.87,0.27,37,0.99,41,17,10286.09,0.53,1,48.8,7.9,99,8,2,3,0.81,401
0.0,0.33,16,0.76,0,0.24,0.94,0.28,14,0.97,50,3,13075.61,0.41,5,62.5,0.9,41,8,5,1,0.72,332
0.01,0.51,17,0.41,1,0.95,0.77,0.32,39,0.0,41,9,7260.5,0.74,3,49.9,16.1,41,9,9,4,0.6,389
0.01,0.39,16,0.01,5,0.95,0.86,0.09,4,0.55,31,9,8463.69,0.49,3,39.4,2.2,18,7,8,5,0.54,367
0.49,0.87,2,0.0,7,0.55,0.6,0.33,38,0.02,41,19,1011.3,0.86,5,47.6,5.3,77,1,2,1,0.28,329
0.9,0.33,6,0.01,3,0.49,0.78,0.27,55,0.01,47,9,12175.59,0.37,2,48.7,1.2,41,9,1,5,0.46,373
0.95,0.66,19,0.0,6,0.23,0.1,0.28,53,0.01,26,10,11460.95,0.3,2,54.0,22.0,69,7,6,4,0.99,423
0.0,0.28,10,0.0,7,0.56,0.81,0.5,15,0.0,41,10,5661.82,0.13,2,68.3,18.9,75,3,2,3,0.58,350
0.0,0.61,2,0.37,6,0.73,0.81,0.2,9,0.02,26,10,5499.71,0.62,4,48.3,12.7,10,9,2,4,0.72,329
0.01,0.66,11,0.27,2,0.47,0.25,0.18,24,0.03,55,13,2506.74,0.51,2,76.4,12.2,95,8,3,3,0.63,384
0.01,0.15,10,0.01,6,0.72,0.32,0.09,6,0.0,63,12,1768.09,0.19,4,71.0,9.4,8,3,11,1,0.44,361
0.49,0.53,1,0.0,0,0.89,0.56,0.47,9,0.01,58,19,13501.35,0.65,3,67.9,19.6,28,3,5,3,0.7,358
0.01,0.28,16,0.01,4,0.45,0.26,0.33,37,0.63,39,3,8826.04,0.75,6,28.3,16.0,14,7,6,3,0.44,369
0.0,0.41,17,0.0,5,0.61,0.35,0.27,55,0.0,45,18,13710.17,0.53,4,19.6,20.0,95,8,1,4,0.32,350
0.61,0.82,16,0.61,3,0.57,0.47,0.3,5,0.0,57,8,8080.49,0.61,1,50.9,22.2,56,8,5,5,0.93,406
0.02,0.31,5,0.21,7,0.61,0.56,0.48,35,0.01,36,10,10219.41,0.18,4,19.7,22.1,29,4,8,3,0.27,376
0.01,0.5,15,0.01,6,0.52,0.15,0.17,56,0.85,55,12,12642.04,0.26,2,49.9,4.4,99,5,3,5,0.56,379
0.01,0.5,16,0.01,6,0.69,0.71,0.32,35,0.02,41,0,7967.3,0.52,2,53.8,8.8,11,1,8,5,0.82,359
0.72,0.41,5,0.37,1,0.26,0.67,0.28,5,0.0,23,7,6082.21,0.26,7,71.5,12.0,99,3,2,4,0.61,427
0.78,0.38,6,0.01,3,0.78,0.97,0.2,46,0.0,34,14,10029.88,0.26,1,36.6,12.2,41,8,7,1,0.61,385
0.0,0.6,16,0.37,5,0.4,0.23,0.06,51,0.61,21,5,7513.03,0.94,6,70.9,12.4,85,3,2,3,0.27,336
0.01,0.33,1,0.75,4,0.58,0.49,0.02,35,0.0,57,14,4782.03,0.12,5,75.5,3.0,10,8,2,1,0.77,378
0.02,0.52,10,0.36,1,0.97,0.28,0.33,31,0.0,50,8,5568.4,0.63,6,66.5,20.2,19,2,5,2,0.71,409
0.67,0.72,14,0.37,3,0.61,0.55,0.01,44,0.79,62,17,4851.37,0.91,1,67.5,12.3,18,2,10,1,0.58,354
0.53,0.81,17,0.0,3,0.5,0.54,0.29,53,0.01,41,2,12539.71,0.53,5,52.2,12.5,41,1,11,1,0.61,353
0.43,0.56,6,0.34,1,0.4,0.37,0.07,50,0.02,51,3,7102.41,0.19,2,39.5,10.0,90,9,1,5,0.44,389
0.01,0.51,16,0.01,0,0.5,0.98,0.2,19,0.01,41,13,11266.76,0.24,1,74.1,8.8,41,0,1,4,0.22,373
0.0,0.11,16,0.01,1,0.6,0.61,0.39,5,0.6,41,11,2260.07,0.71,6,34.2,12.2,41,7,8,2,0.4,352
0.01,0.4,8,0.01,7,0.24,0.81,0.34,5,1.0,31,10,7992.26,0.07,5,47.4,5.7,113,3,8,5,0.47,378
0.61,0.47,19,0.37,3,0.79,0.7,0.34,52,0.01,23,7,14087.74,0.69,4,55.2,10.4,39,7,10,5,0.81,426
0.01,0.2,7,0.0,6,0.6,0.56,0.28,39,0.01,53,3,9967.94,0.89,5,26.3,3.1,110,3,9,3,0.27,346
0.63,0.51,3,0.38,7,0.66,0.76,0.28,1,0.54,26,6,7808.92,0.52,4,19.1,8.5,21,9,7,1,0.6,352
0.49,0.83,18,0.37,2,0.82,0.55,0.29,28,0.01,28,5,6822.32,0.97,4,68.4,7.6,28,2,2,4,0.6,346
0.0,0.79,18,0.37,2,0.53,0.97,0.01,38,0.01,49,10,2354.65,0.63,6,38.8,15.9,100,8,5,1,0.85,365
0.02,0.93,2,0.0,7,0.6,0.72,0.22,15,0.03,54,10,5234.62,0.55,2,22.1,0.7,41,3,10,1,0.33,344
0.01,0.71,16,0.37,1,0.93,0.56,0.35,33,0.01,36,9,9929.12,0.34,2,47.2,23.9,41,0,11,5,0.76,370
0.53,0.9,9,0.37,2,0.84,0.87,0.05,39,0.8,51,0,8941.23,0.17,7,60.8,2.2,99,2,5,1,0.6,378
0.0,0.22,16,0.0,6,0.51,0.56,0.11,31,0.01,44,0,13401.35,0.6,2,24.9,0.7,88,3,2,3,0.48,351
0.0,0.89,6,0.85,0,0.69,0.46,0.26,5,0.01,37,10,3109.7,0.72,2,49.0,14.7,41,8,5,5,0.7,334
0.96,0.39,8,0.01,5,0.22,0.27,0.46,44,0.98,41,9,3284.33,0.89,2,27.6,7.9,79,2,8,4,0.27,399
0.01,0.89,14,0.43,0,0.33,0.22,0.4,29,0.01,29,0,13702.07,0.7,5,49.8,8.9,7,3,3,5,0.99,376
